Class,Contrast,DM,Energy,IDM
1.0,6132253560206.44,16823436649.33,97026.9,420054.59
1.0,1129492766997.68,4178959746.18,44148.69,210503.71
1.0,2306619981082.24,6757452251.72,49210.86,242466.44
1.0,746569590983.63,3056240009.76,39212.39,181515.1
1.0,1398735262297.6,4773599195.9,47129.61,221086.43
1.0,947952051510.23,3555630752.64,41979.42,185978.94
1.0,1899333196004.7,5995749310.18,47611.87,232483.82
1.0,6596261420370.03,17206385213.38,88035.73,412567.19
1.0,1844789375668.81,6550700543.96,63554.97,285597.12
1.0,24547340570769.78,46584096268.77,132963.17,613699.55
1.0,2444760283855.49,8088589619.23,71641.03,320535.83
1.0,11049109276183.51,24444591938.54,94698.76,439642.16
1.0,22897297188636.26,44637383955.88,134987.98,685089.76
1.0,4705206659374.68,12903366006.26,80710.72,378523.53
1.0,3166718068062.08,9612424248.48,74154.04,345698.58
1.0,5707739060783.88,15502532042.13,86960.04,385392.63
1.0,855717627963.42,3336367829.24,39885.45,195956.12
1.0,4332460279365.13,12344732623.99,80850.92,364461.57
1.0,6968451981670.29,17954849527.15,91722.13,418619.81
1.0,3338970218640.47,9858431073.79,69071.27,320157.67
1.0,4396145600504.87,11724725202.32,70076.74,342815.78
1.0,8515470741443.93,20221453144.23,90125.17,409448.93
1.0,2838811214259.11,9267340324.27,81286.76,373880.53
1.0,2234323508179.82,7950532285.0,76835.22,350224.7
1.0,3300215228175.65,10539584963.93,83614.19,371032.5
1.0,5247545473432.59,13225048329.63,71491.18,381182.33
1.0,12841359662658.26,26563332088.15,94685.29,450766.23
1.0,982172955165.03,3821957124.97,45696.88,202238.32
1.0,7235982477797.57,16928687077.78,77118.01,382658.99
1.0,4626535866917.8,12854416247.16,77957.46,353038.76
1.0,1075367638904.38,3647012298.24,37197.64,189317.97
1.0,9349204063779.56,22175223078.64,96210.33,460902.82
1.0,6955645689036.75,16766458498.96,79239.57,389949.41
1.0,17263242058315.72,34830751281.13,114084.44,537153.07
1.0,24044456995095.32,41683662259.86,114948.47,588498.82
1.0,9396736882156.15,22954878137.01,102615.28,450959.28
1.0,11083403835414.25,26250679341.13,117945.08,534071.51
1.0,7362514225058.36,18511148571.42,91134.24,409506.38
1.0,9370226776093.3,22277897749.71,97879.44,450518.92
1.0,7320642040994.32,18787855959.46,94733.37,429370.52
1.0,5166996764019.19,13907454500.61,78327.18,350860.71
1.0,17347917549776.91,35091183822.18,114946.41,551668.04
1.0,27915490161980.59,48246778062.89,124664.8,615338.13
1.0,2239947951247.35,6947311213.42,53090.8,256129.81
1.0,3224517401498.81,9021270843.04,55458.01,271157.46
1.0,4734102942635.47,12740976819.45,74777.49,387971.25
1.0,4912425261279.57,13159782957.28,74760.75,330418.87
1.0,595820589402.48,2495130899.16,35375.0,161066.15
1.0,1827184216602.75,6485341049.56,65499.41,293762.02
1.0,1424300385389.45,5096478716.87,54420.7,249513.82
1.0,1660605246050.31,5688837517.72,54294.88,247367.32
1.0,2051482260495.74,6812702132.79,60918.14,273271.85
1.0,1931084445596.19,6543285027.09,59675.82,282770.44
1.0,1093780537064.36,4158330422.35,49279.45,230027.56
1.0,1491854449137.33,5522841384.09,58124.5,276691.63
1.0,651861591134.31,2701698873.59,37008.71,171810.5
1.0,3287773124735.23,9175274710.54,62812.28,303397.21
1.0,2136591518131.73,6783331759.49,55090.54,249156.46
1.0,2743818326904.08,8242690861.26,58744.15,273462.76
1.0,1146547063288.21,4168981732.72,45144.5,214215.65
1.0,2071950721155.87,6711781192.88,58507.23,273899.15
1.0,1063525909784.76,3749496631.89,39927.39,194598.71
1.0,6253651729810.48,16015759543.35,81735.69,358960.06
1.0,313891913565.53,1492509178.56,27212.62,118206.81
1.0,4151269889836.93,11666798318.99,70869.71,332038.7
1.0,2378324393908.42,7688584111.13,62868.16,292369.02
1.0,2608168098096.93,8233268409.08,64014.59,286138.89
1.0,2369209947440.5,7411372724.01,59715.12,265602.25
1.0,1704381022466.88,5779755332.23,54238.18,246796.86
1.0,1947645176144.81,6255355524.59,52502.93,230254.06
1.0,16069298056512.82,34328359380.98,123248.0,621410.71
1.0,615256923372.51,2579745569.38,35932.62,176159.25
1.0,1122383430679.34,4429199802.15,52358.44,234499.43
1.0,592212542704.1,2584375632.83,38374.87,176036.56
1.0,1688465219467.33,5466337145.16,48350.7,222794.55
1.0,1380689249890.87,5003555641.2,53780.76,247396.47
1.0,735527773337.99,2994116731.21,38068.42,173144.17
1.0,3238727704706.23,9213261207.91,58644.12,280027.39
1.0,2940738776762.05,9122496914.53,67291.91,305462.59
1.0,5198200515045.36,14699216848.99,94126.02,405652.52
1.0,4283001129408.46,11828282268.5,72132.55,339879.56
1.0,4513952010117.76,12618014950.44,79926.4,381268.72
1.0,2323571338177.21,7154977306.39,53912.42,243169.83
1.0,8675082039548.67,20908421115.64,98317.7,460537.45
1.0,315387778550.88,1403482870.21,22452.24,105852.6
1.0,2913172284739.47,8326303336.7,56313.48,279230.09
1.0,3713214719214.24,11222568276.82,83201.81,373532.73
1.0,6570247815703.5,16513572458.64,80704.39,370980.76
1.0,956721566522.09,3790616172.22,47413.73,217841.04
1.0,786262434481.63,3423399264.38,46969.9,217618.76
1.0,2463429125313.13,7639602365.61,62033.37,274232.67
1.0,2347977825143.18,7340638146.06,59555.8,276789.1
1.0,3162382837979.65,9637351452.93,68032.93,310415.09
1.0,2841339495637.31,8325253771.29,60971.05,311653.35
1.0,4015645237675.15,11850742985.83,77522.96,341854.87
1.0,10658557676776.58,24957138778.22,108467.85,516780.85
1.0,9465308665262.6,22828441927.98,98793.63,458854.9
1.0,3432529390711.08,9995097248.72,66528.98,284232.13
1.0,8913016949866.97,21598091938.85,102572.32,500267.37
1.0,1339634010527.91,5202778773.75,65327.85,300205.12
1.0,3152775541471.86,8451742546.56,50031.27,264436.03
1.0,7359013143442.7,17928639628.6,84273.69,408484.27
1.0,887072938114.51,3350714537.22,38467.02,174110.91
1.0,478499597083.93,2212566244.88,37965.39,179250.93
1.0,769922951124.8,3056379128.13,39998.4,193807.84
1.0,442231304861.08,2007750195.47,33549.71,157278.14
1.0,408920598781.96,1851678000.35,30238.71,139410.26
1.0,6056832572745.52,15054932393.08,72954.83,351978.46
1.0,3776963697091.72,11266675801.83,79463.84,367122.69
1.0,18946243455521.12,36413322591.39,114910.82,590119.37
1.0,1084905804150.33,4109989696.96,46612.03,218657.81
1.0,802359041235.8,3322960662.62,45904.55,200977.1
1.0,810108148585.4,3294586170.32,42540.51,184680.3
1.0,1787071905045.89,5936065318.21,54635.56,250517.95
1.0,1075800991213.37,3971703097.67,44502.33,201289.27
1.0,1164421859048.26,4190057071.31,43237.38,191450.36
1.0,3421187618926.43,9863427344.76,64960.36,298771.88
1.0,1853362848212.35,5935519729.77,51028.77,246621.62
1.0,733179035116.43,2890067598.5,36823.45,174415.78
1.0,32297216339259.72,60245055617.89,170945.83,780565.67
1.0,25691890034750.18,47740716835.98,134394.03,643772.83
1.0,14260956593568.49,32107329554.78,127978.76,608978.13
1.0,16643976363820.79,36112234472.92,135193.69,629715.32
1.0,78873138034513.78,118747593204.29,214327.25,955184.44
1.0,11963451818403.54,27376877260.09,113046.32,551525.79
1.0,7864035202800.46,19750041874.09,98369.91,461928.78
1.0,3205030524405.73,9519198816.1,66130.43,309479.3
1.0,2357644651773.95,7627623927.75,60775.55,276527.22
1.0,5227698336851.56,14308623615.33,85542.74,386956.43
1.0,2927550562089.95,9253170876.44,75528.34,344025.13
1.0,4774766973945.86,13342248749.88,84187.34,384513.04
1.0,4308026692804.78,12687346774.39,86610.06,378254.65
1.0,2995410008628.89,8908563451.99,62981.78,292922.24
1.0,2972014986409.27,9206425630.6,69980.05,320427.31
1.0,15642906052541.3,33486021379.35,115191.66,573119.45
1.0,770402830659.34,3034362466.28,36140.83,167996.68
1.0,1308684965346.23,4557270583.46,47176.55,218307.65
1.0,671806380696.18,2789712197.22,37634.7,171819.73
1.0,6439548250975.28,16728163118.5,83942.67,410707.04
1.0,2831901011829.1,8034805732.91,52645.22,257477.8
1.0,1921737790189.58,6703746797.06,66038.82,283315.32
1.0,4400296512722.23,12048634943.8,74810.43,350987.84
1.0,3482352577630.46,10066296861.68,69536.62,301315.02
1.0,5863379965628.14,14314215958.26,69701.03,348968.06
1.0,2108888309883.19,6951669086.79,61197.2,284317.33
1.0,353008137674.4,1676720232.92,28969.93,133151.55
1.0,1635806210416.62,5703436683.54,53182.59,244439.7
1.0,661254363348.99,2856104289.66,40861.63,195464.37
1.0,223720298292.64,1212600988.33,28199.46,127909.84
1.0,2780746646487.84,8127755518.16,56009.95,280964.82
1.0,4092002967131.68,10979469833.49,66584.02,313664.05
1.0,4455515368664.41,11519243197.2,63616.17,308512.22
1.0,2567452076353.65,7835626635.95,58855.25,277887.07
1.0,16558508147739.05,33312187746.72,108888.21,576796.16
1.0,1841416926407.2,6224910319.65,57103.26,272834.21
1.0,27082416720923.12,49625268886.75,137407.13,663224.24
1.0,4182180740680.65,12320219515.17,80781.54,367151.83
1.0,1143801944033.55,4116149399.57,43012.89,198720.0
1.0,163186926330.74,903518679.76,21384.38,97664.19
1.0,3658843275145.22,10451281199.72,65907.11,293841.48
1.0,4520794138795.34,12392681977.76,75449.65,354888.35
1.0,8189793128989.61,20431161185.85,97101.63,437941.75
1.0,10072931160528.18,24136895866.89,113146.99,538792.79
1.0,4356456328450.54,12630647846.8,80971.27,389256.67
1.0,4111389390568.99,11659416230.23,69208.32,315487.37
1.0,15522282216210.6,34443524395.14,130761.04,615016.35
1.0,820717390354.79,3181908014.67,38546.05,178911.36
1.0,864533181762.93,3334941607.22,39739.63,193903.56
1.0,1638639920323.79,5494781646.84,50548.02,234109.74
1.0,1971790560012.08,6448310587.12,53923.99,245748.27
1.0,1406134123439.55,4887260431.43,47777.12,221545.54
1.0,1007439762434.56,3715056499.45,42089.03,195839.64
1.0,1032184193741.7,3835860316.66,41522.09,194371.29
1.0,1009283840856.26,3629768273.42,37778.04,180403.62
1.0,18121239561808.68,35995079546.23,112929.69,551913.07
1.0,2184574600399.34,7399133449.73,65808.68,286437.85
1.0,2697021573862.8,8609393720.17,67834.23,302188.66
1.0,20085886336909.38,40505726559.71,129094.58,597067.01
1.0,118997022759.18,707867863.98,19878.78,91164.09
1.0,296254844054.3,1429427043.21,27937.36,128756.1
1.0,2186960500963.42,7221859522.65,62036.54,274663.4
1.0,791340003061.65,3107954437.6,42089.38,186756.43
1.0,1597102392011.52,5610899272.6,56401.81,251119.33
1.0,11572242690620.51,25464248777.86,96489.04,469272.42
1.0,4832399662282.93,12723778080.69,71619.9,339917.41
1.0,536412781540.06,2286919151.01,33954.08,154656.92
1.0,417796944548.61,1940508790.53,32487.18,150519.32
1.0,904049735152.07,3444824545.68,39142.62,176089.93
1.0,603058719912.84,2554138850.49,35919.92,157635.61
1.0,507587348479.22,2221306358.95,33960.25,150215.46
1.0,1632265358060.58,5335306278.83,47128.49,231818.01
1.0,16276172847642.88,30941939415.1,88685.25,449616.49
1.0,6314213395671.0,15400851895.48,85589.15,384973.68
1.0,4524723668641.04,12110200131.96,74122.28,341479.41
1.0,4107842104661.77,11096987917.38,68749.05,316396.44
1.0,1529466516162.65,5309928430.39,52740.61,252721.89
1.0,1885240424258.55,6404863048.83,58727.46,259895.33
1.0,2490173906811.28,7684828207.65,61710.91,284965.72
1.0,607948200899.98,2404483384.24,31352.99,149667.08
1.0,10700890693542.54,22828178477.48,83925.99,414410.04
1.0,5902612027824.45,14599422564.56,72519.56,356472.08
1.0,3218665724265.96,9502660907.9,67929.16,322952.31
1.0,3663248469353.01,10654804484.52,69977.58,312925.72
1.0,947350496116.38,3776168061.34,47761.95,208613.75
1.0,4161200009633.62,12166301681.64,78240.41,369575.0
1.0,5067061830156.11,13461558109.96,74529.31,347918.61
1.0,820065820940.48,3197265391.68,39524.79,189346.34
1.0,3299392587709.02,9701427004.83,66615.24,312662.45
1.0,967706962528.91,3658939635.36,43423.28,196682.61
1.0,481926344000.41,2190838018.89,35290.11,158961.27
1.0,2723309456578.32,7531256090.18,51487.73,240340.21
1.0,14280950916052.76,30913869129.76,110325.18,514274.88
1.0,10557967748019.48,25841517823.95,121521.49,557937.95
1.0,8981976775070.46,22299580303.01,112870.53,510406.83
1.0,10587704027695.71,23656974712.69,96822.12,502608.21
1.0,21746838164692.92,42683503735.81,131847.16,623396.03
1.0,2450923135802.78,7802368666.34,62632.38,284358.0
1.0,3215507105727.48,10078759074.49,75603.4,331336.59
1.0,1804990813870.83,6541901609.51,66935.87,315432.09
1.0,2905219318759.76,9003700531.27,67652.84,307240.19
1.0,54500608402591.68,82153898566.23,161931.13,839586.2
1.0,1822069723731.02,6047531318.43,50954.35,223498.61
1.0,1430636129992.75,5096709137.3,49458.2,212289.67
1.0,958086749156.82,3621882210.43,42321.51,186261.47
1.0,6781598014903.14,16181424415.78,78415.27,389459.47
1.0,12020475425554.9,24576769239.03,91012.81,453384.03
1.0,17161763158533.53,35028639113.52,117491.26,552600.78
1.0,25943466442949.58,49398030575.27,147952.82,718430.78
1.0,128126330311.66,739883030.06,19868.57,93813.65
1.0,1366923995965.68,5173922244.74,61426.37,274983.18
1.0,34368542814929.8,59818409993.72,167216.83,793755.34
1.0,21186907572175.95,41669634946.01,122021.48,558709.66
1.0,24303195096482.3,47863658665.4,144105.0,636167.26
1.0,1794512173042.63,5845225922.69,51264.23,230407.98
1.0,2087233147451.83,6917129383.97,61524.62,273070.4
1.0,980110245494.84,3801398485.64,44172.38,198331.84
1.0,3857721634938.23,11298670960.86,72805.99,312156.44
1.0,35396586276902.76,65195335209.32,166389.31,796223.68
1.0,5159243109585.07,13337792533.66,69583.02,354998.57
1.0,4778830496815.77,12844651367.34,71727.1,318714.73
1.0,9144208348702.2,21545767997.82,98559.8,490299.56
1.0,4099603970789.88,11942290276.53,78765.14,350141.65
1.0,16478889105016.04,30773146369.92,99599.73,522541.56
1.0,2329424704753.06,7443117357.44,58194.28,261044.81
1.0,44789529486817.21,72615928961.84,152639.89,751319.49
1.0,19005110276966.69,38117076073.69,136521.53,625000.79
1.0,14725047236435.38,32938439710.91,129198.99,590304.36
1.0,5538900473819.33,13899886469.89,68110.49,328943.34
1.0,3011166839962.01,9222619487.96,66525.58,287797.6
1.0,2355561062607.49,7380501739.39,57163.92,251476.83
1.0,1453465513944.29,4940435147.77,44769.71,202339.35
1.0,2796707964522.64,8585056698.01,65069.44,284139.33
1.0,3137916748274.32,9485332963.69,65904.52,294656.25
1.0,2025008030835.1,6758455507.49,58654.83,250062.74
1.0,4201924688683.75,11694443309.7,70019.17,325379.32
1.0,14384715898970.02,28288682752.11,88132.08,415649.99
1.0,9603420387031.75,20863047601.44,77458.86,381838.61
1.0,39969556249743.17,66733756522.28,149025.96,750790.89
1.0,5726285666606.52,15606266884.28,90221.49,414935.37
1.0,7118513585401.34,18502487917.01,96166.6,434358.46
1.0,1002492253016.18,3395853431.14,38043.27,181074.52
1.0,3575670049913.12,10750713547.89,75928.53,346227.21
1.0,12576909528500.87,27569995920.7,105717.97,472541.44
1.0,16075170402427.02,33224362498.21,111615.28,514481.5
1.0,2465182405874.13,7795532587.52,61484.67,291410.43
1.0,1178053755019.73,4437022579.28,50795.48,232068.17
1.0,5560058887055.24,14450698354.31,77668.03,359166.3
1.0,7683602521647.04,18669878621.67,88541.06,440658.89
1.0,6199471745907.24,15898563290.76,82393.58,381991.84
1.0,759591034591.43,3209125168.0,45317.15,201238.31
1.0,1098842539073.94,4189060303.99,50393.38,223212.74
1.0,21183078827717.79,39823885302.21,113797.96,553358.71
1.0,254766896087.38,1329586697.14,27687.13,120553.2
1.0,10504668830252.29,23117014473.97,93413.85,523843.7
1.0,1209808900479.27,4425831052.79,45119.46,207826.04
1.0,35159596863657.82,56723514039.31,127447.43,686744.85
1.0,10603557539226.44,24700015628.56,102225.68,469889.79
1.0,1150974557486.06,4435620455.16,51225.05,222954.44
1.0,1090390961378.94,4098084283.89,48182.89,220711.87
1.0,1652641439015.42,5387773756.05,47440.83,225786.27
1.0,1474956718508.05,4822470094.29,45669.45,225607.64
1.0,967301725963.22,3556509943.47,40722.06,192587.28
1.0,3748212480912.53,10728504978.93,68786.5,316637.86
1.0,9961895167606.89,21739687034.08,88685.67,439649.78
1.0,5779049937307.02,15214984857.16,83622.15,381978.17
1.0,7458985378691.88,16673865736.48,73503.99,381536.66
1.0,6041860755218.07,15885320854.4,83048.57,369873.27
1.0,10069052782455.76,22344301485.6,90709.06,451004.9
1.0,13208502126288.33,28548537282.22,107539.1,512543.46
1.0,6141910590869.95,14120326331.96,63710.71,327946.4
1.0,2936115890064.94,8576636769.12,59197.33,275258.09
1.0,3332219483077.4,9655399974.41,61859.38,271155.42
1.0,3395780612644.37,9726905113.62,62409.73,285368.09
1.0,1331767842447.55,4697928644.5,47021.48,226129.75
1.0,1776391592856.44,5595272385.88,44923.15,202290.83
1.0,1003099046908.94,3818350896.63,45052.26,205949.92
1.0,3079209370884.03,8553091383.22,59125.68,278072.68
1.0,19644172120108.51,40738328539.31,142484.6,649303.17
1.0,4302527869263.44,10679721670.68,59013.04,308458.16
1.0,2468565395152.64,8080922868.14,66065.88,300133.06
1.0,4332853407185.61,11920438017.55,73849.68,380951.33
1.0,17894250868470.94,34647084370.11,109592.8,515517.24
1.0,129298115524.3,715240811.99,18300.0,89577.48
1.0,9408779352521.03,20913628854.16,83003.95,367598.67
1.0,523953860203.82,2319669113.73,36298.13,161637.82
1.0,587708459081.93,2514884577.11,36970.8,168450.66
1.0,9438830465036.69,22093942889.41,95096.02,450267.26
1.0,758111541350.69,3232983647.64,49164.9,224743.43
1.0,2603386006358.67,8275238887.5,62243.03,297756.75
1.0,41795702870892.35,71141634568.25,168303.61,779973.78
1.0,4810814750661.57,13141857696.21,77859.24,351648.85
1.0,82904869623568.14,126242524239.95,222749.69,1051254.23
1.0,667780157154.57,2823061566.85,38455.26,183821.23
1.0,9135876943500.07,20666877101.15,87233.73,407962.95
1.0,1943161468432.2,6470201597.75,57902.6,252530.32
1.0,856572777993.16,3378681686.92,44586.07,206654.57
1.0,1078673239515.53,4086879265.18,46278.75,217278.44
1.0,1789312020721.79,5525333496.03,44611.66,234289.03
1.0,3868860556403.66,11418657390.81,75390.99,338646.02
1.0,3802997961309.06,10122689789.25,59681.67,291959.5
1.0,724982477570.65,2992044808.78,38556.74,172706.21
1.0,1557172661094.88,5214226991.25,48797.56,233757.06
1.0,11398166537360.94,24471034303.59,97071.08,499833.71
1.0,43040882413011.21,77603191230.18,228717.92,1007177.2
1.0,1626893892767.99,5489121950.0,50737.17,225670.36
1.0,3797386786326.51,10324029204.36,59615.82,269505.44
1.0,3015783974768.82,8481079748.94,57290.22,268316.01
1.0,6135592175259.56,16028066707.84,85329.65,388316.47
1.0,339770112444.39,1659998511.32,30514.22,148645.76
1.0,434203326469.96,1956421454.25,31129.6,153931.19
1.0,2235890914079.86,7620834194.57,68682.37,320365.94
1.0,384841782585.85,1819967142.98,31684.96,148981.22
1.0,379518782119.95,1770943812.82,30805.26,143661.47
1.0,654278864390.72,2722862756.17,36810.85,173390.46
1.0,1293442714806.72,4616342232.6,47673.74,228291.9
1.0,1042441593984.68,3987540643.29,49825.41,227196.91
1.0,2013194005540.23,6588320432.29,54448.86,246136.73
1.0,979090940581.7,3712347621.07,42318.63,194038.52
1.0,7184339908410.76,17175163208.95,79749.84,374322.77
1.0,3624937576704.24,10377661858.99,67994.8,292263.2
1.0,4911283366242.94,12494672200.86,70654.11,336905.75
1.0,6128061294011.84,15840180591.0,83810.8,374864.07
1.0,4278226004128.08,11888833494.5,75701.64,360758.48
1.0,1687197697053.7,5884330633.4,56152.85,265124.55
1.0,1650500881512.68,5708984185.11,56893.92,252325.05
1.0,18604873510082.46,38779138112.57,131686.3,614938.27
1.0,2170069422129.05,6630130750.12,52357.7,248902.02
1.0,7691272092648.11,19850349902.05,103409.24,472136.39
1.0,716141024017.91,2952854232.96,39002.16,177393.99
1.0,7860644536623.68,18805142423.16,86368.85,406410.09
1.0,1501908028391.91,5305248818.27,53926.93,232841.54
1.0,21373156731664.12,41258359397.99,125356.22,584636.03
1.0,2526678818222.59,8043553093.89,65350.32,309702.89
1.0,1297940128497.18,4722666558.67,53343.54,240599.39
1.0,5674085700680.08,14939068372.54,82464.0,355320.72
1.0,414460388349.44,1946893394.49,33675.65,152357.48
1.0,7313587321088.29,16845943935.81,73733.55,383046.75
1.0,1357559353032.41,4829081250.19,49181.94,225022.11
1.0,20584466784178.74,43249151540.61,152723.03,686149.96
1.0,4259371048152.17,11479879590.41,64121.7,309231.0
1.0,2010788372280.94,6993275013.02,63033.62,277385.66
1.0,4878228542438.24,13121892121.02,76521.49,370282.09
1.0,28799294697617.45,51831338078.38,133593.3,665981.36
1.0,2570238125365.93,7755494439.19,57049.47,280244.43
1.0,773212101761.99,3061481494.8,37735.92,166172.91
1.0,3566128353252.18,11501606098.75,92000.57,397044.93
1.0,1833426829916.12,5488525563.76,46243.78,227652.09
1.0,12004304383017.53,27145100471.71,109508.73,503104.22
1.0,21311301529339.85,42506613158.4,130555.12,601036.12
1.0,1020234416106.36,3902488181.87,48295.13,218966.77
1.0,798334185486.57,3299874591.92,45399.35,198266.46
1.0,405849551200.3,1870058933.22,32355.77,139535.83
1.0,1496977932559.54,5120580228.53,48340.31,216464.93
1.0,1794495998198.18,6255874112.46,59377.3,257110.0
1.0,981995120531.66,3800500433.68,44491.12,191598.33
1.0,3424626097337.28,9564716855.78,63224.02,299518.98
1.0,2166211030732.63,7128553565.51,59753.71,279819.33
1.0,803256463194.62,2984737851.06,37219.58,171946.26
1.0,187548052698.22,988262744.0,22910.23,110198.08
1.0,680964480177.21,2831041796.07,37843.93,168195.94
1.0,847586907352.45,3211936739.73,38482.67,179769.66
1.0,1979335280957.37,6627424901.52,58830.37,251638.27
1.0,8040796718870.09,19291125345.27,88636.12,411354.8
1.0,728378136717.0,3047475376.69,41300.69,179041.08
1.0,15878266631790.42,35410708681.6,143830.73,671240.46
1.0,14117525798494.9,28525672604.47,96877.0,485495.83
1.0,159731916718.06,888942062.75,21193.88,89288.12
1.0,2145869841330.09,6762286937.32,54596.6,243971.7
1.0,1083003899079.28,4116775160.0,44139.99,208918.91
1.0,23817249761307.2,44962157037.8,127640.4,646810.03
1.0,16750927870975.05,34132871092.15,112756.98,539835.5
1.0,534693606592.91,2389912861.31,35900.31,158770.35
1.0,328227083785.66,1619474454.4,30651.87,131199.87
1.0,361819624340.26,1702125276.67,30840.66,136193.0
1.0,785409057175.52,3199026470.51,40273.17,178722.03
1.0,212072379809.68,1139362706.86,25992.69,108951.92
1.0,305842369092.47,1504100370.94,27904.86,121309.88
1.0,757970624638.73,2984798181.06,36350.92,175343.91
1.0,347281312201.88,1707548573.49,32300.39,140807.21
1.0,5718329391550.83,13978580737.09,70592.54,341233.45
1.0,2519185101080.55,8049693293.48,67010.8,316191.74
1.0,4743077619047.03,12893417027.9,82517.79,409669.84
1.0,10644361317053.18,24760563567.87,109986.25,538826.99
1.0,2956499110786.61,9035690283.35,69806.32,300375.62
1.0,6255254310780.46,15509721754.25,80690.37,390763.16
1.0,2547595711761.69,7927635396.0,60139.39,276111.56
1.0,2565415023793.38,7472751222.76,49543.94,246213.03
1.0,659363139874.21,2751953785.81,37812.64,171262.57
1.0,7626249297095.74,17905893044.59,81738.17,416003.56
1.0,7626249297095.74,17905893044.59,81738.17,416003.56
1.0,1996875820063.01,6820753044.91,61025.17,286702.8
1.0,2217372833176.94,7105074734.41,57415.99,262641.04
1.0,4390932583109.03,12284475507.15,74688.99,326697.6
1.0,4929738872095.85,12446512112.54,66345.89,331889.69
1.0,6868655591162.97,16047576115.19,70891.73,367523.69
1.0,1178668197032.04,4319621410.39,43635.08,195762.27
1.0,711766794228.14,3016666409.1,42657.11,192118.26
1.0,2803537883047.52,8416052308.65,65201.88,304179.02
1.0,5540033690609.94,14749954190.13,94643.39,422287.55
1.0,1579714071170.27,5552689489.12,54142.35,248278.96
1.0,354247383526.4,1764577080.05,32644.53,142859.78
1.0,3543262951637.63,10610567373.24,71906.28,353858.39
1.0,2104250857353.86,6633677327.67,52784.2,239530.28
1.0,1217615501343.42,4578778368.39,52676.03,242709.57
1.0,827938469711.74,3108994813.33,35101.97,166051.71
1.0,2515861107369.45,7329902898.33,54791.78,263630.6
1.0,8211308729491.86,19037962837.29,82601.5,387841.31
1.0,11516708619451.23,25974667458.91,108132.2,534649.04
1.0,15697667712577.46,31283343170.16,99914.31,480354.11
1.0,1121177252598.49,4114256673.08,44850.29,221230.24
1.0,68821797653669.55,99511391591.27,171359.25,912986.08
1.0,996467870952.5,3711757926.01,39943.18,184171.45
1.0,58868326320547.73,89540240887.83,167681.2,876251.05
1.0,1257215448022.17,4580046259.74,48264.31,221939.61
1.0,3636578169468.71,10417925322.6,74398.19,319805.44
1.0,4349364902450.07,11783386376.21,71439.43,311974.57
1.0,3720842279171.3,10120180323.35,61027.35,281864.0
1.0,15499869535644.95,32176100236.59,108448.74,510417.45
1.0,2676155357082.56,7993339391.05,59019.67,266649.1
1.0,35684156405046.58,62671634324.13,156628.42,727913.34
1.0,778744756891.56,3035747841.69,36666.63,177754.78
1.0,1231474023185.6,4442704899.97,48150.52,220611.02
1.0,966104281836.78,3733640840.92,46471.22,215604.68
1.0,899757047683.59,3602508308.57,44782.4,211866.79
1.0,491148261287.78,2203310817.92,36392.41,164176.5
1.0,1078622821192.56,4031165566.52,45150.98,203254.58
1.0,3067811664236.3,8291960216.48,51699.18,265768.23
1.0,3575955700357.44,9869561278.15,63328.62,323447.41
1.0,740646057524.35,3018206987.87,39719.85,189815.01
1.0,1656178595264.35,5910419504.48,57397.1,246463.11
1.0,940669547721.44,3648120248.25,42482.22,191318.83
1.0,2362328192974.78,7403476398.72,60771.71,285609.53
1.0,325745276327.27,1408822536.64,23648.61,112011.04
1.0,1383297561822.23,4853937737.5,47923.75,208097.01
1.0,1180282687935.77,4331300943.04,46040.71,211089.24
1.0,604140776211.06,2555222731.09,36197.22,166088.48
1.0,944645096346.67,3551162343.05,38667.34,183024.44
1.0,584138361332.12,2470209847.96,34678.93,161837.17
1.0,138690263360621.27,165520745573.02,197994.01,1126759.4
1.0,473393743713.23,1993922656.34,28492.2,131059.05
1.0,2032001851951.23,6434364166.29,49079.66,229948.27
1.0,69137874931.22,491936982.09,19668.49,85381.87
1.0,3873085391778.88,11018146430.0,70757.16,312022.11
1.0,1488873915883.9,4850010779.51,43459.4,204239.55
1.0,1669905550668.5,5541699003.23,53095.68,237425.31
1.0,1783116054448.06,5908434315.41,54152.63,242753.2
1.0,5287202602141.39,12368273309.98,59555.95,315462.23
1.0,432215667145.47,2010328000.92,33095.16,152257.07
1.0,2813643765338.84,8914958143.92,70879.27,322219.85
1.0,903598785517.96,3439532984.96,39615.77,178497.17
1.0,1807837063603.63,5855210654.94,49409.81,247753.09
1.0,9111120892033.61,21115132466.22,90593.3,436535.5
1.0,1887847985721.11,6216594578.47,54868.66,252242.77
1.0,28458216252385.0,54667705125.42,170441.83,771084.35
1.0,948049941082.24,3667556504.89,41793.62,185443.15
1.0,2087928074291.83,6455731723.38,49500.66,232481.74
1.0,991926267112.67,3734272436.42,45331.91,203671.07
1.0,6031000319317.72,16005441372.91,88808.02,403783.38
1.0,390323927738.94,1779118824.86,28811.26,135590.14
1.0,11897448063720.24,22748479531.19,74258.29,401703.24
1.0,24330282097588.32,44872558752.29,122729.11,585942.4
1.0,882936311991.96,3593941950.47,47605.49,202410.11
1.0,13625410892721.07,29680502454.82,113402.24,535923.96
1.0,8118415964219.3,19896825056.77,94717.59,456567.52
1.0,19127474537492.26,37273117663.27,115935.6,613804.1
